date,beanName,beanWeight,coffeeWeight,grind,time,notes,weightEverySec,pressureEverySec
2019 05 11 Sat 10:07,karum,18.8,45.7,4.25,41,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.8;1.4;2.0;2.6;3.4;4.3;5.5;6.7;8.1;9.7;11.7;13.6;15.9;18.4;20.8;23.2;25.7;28.6;31.6;34.5;37.4;40.2;43.2;45.2;45.5;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;1.1;1.8;3.1;5.0;7.2;8.4;9.0;9.2;8.9;8.8;8.7;8.4;8.2;7.9;7.7;7.4;6.9;6.5;6.0;5.5;5.0;4.6;4.3;4.1;4.0;3.8;3.7;3.7;3.4;2.1;2.1;,
2019 05 11 Sat 10:18,karum,18.7,45.5,4.25,40,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.7;1.4;2.3;3.0;3.8;4.8;5.9;7.2;9.0;11.0;13.1;15.2;17.4;19.8;22.3;24.8;27.4;30.2;33.0;36.0;39.0;41.8;44.3;45.2;45.4;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;1.1;1.8;3.1;5.4;7.3;8.2;8.6;8.8;8.8;8.5;8.2;7.8;7.6;7.2;6.8;6.3;5.7;5.3;4.9;4.5;4.2;4.0;4.0;3.9;3.8;3.7;3.4;2.4;2.2;2.4;,
2019 05 12 Sun 10:40,huy,18.4,35.3,3.75,42,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.5;0.8;1.6;2.0;2.6;3.1;3.9;4.7;5.7;7.0;8.5;10.2;11.8;13.8;15.9;18.1;20.2;22.6;24.9;27.4;29.9;32.1;34.0;35.1;,0.0;0.3;0.3;0.3;0.3;0.3;0.4;0.5;0.7;0.9;1.5;2.4;4.3;6.3;8.1;9.3;9.8;10.0;9.9;9.7;9.7;9.6;9.5;9.3;9.0;8.8;8.6;8.2;7.9;7.5;7.1;6.8;6.4;6.0;5.6;5.2;5.0;4.8;4.6;3.3;2.3;2.5;,
2019 05 12 Sun 10:45,karum,18.6,45.5,4.25,50,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.6;0.9;1.3;1.7;2.2;2.7;3.3;3.9;4.6;5.7;6.4;7.4;8.5;9.9;11.7;13.4;15.2;16.8;18.9;20.9;23.3;25.4;27.7;30.1;32.5;35.0;37.6;40.1;42.3;44.4;45.2;45.4;,0.0;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.5;0.6;1.0;1.8;3.2;5.5;7.6;9.1;9.7;10.0;10.0;9.7;9.8;9.9;9.8;9.6;9.3;9.1;9.1;8.8;8.6;8.2;8.0;7.8;7.6;7.3;6.9;6.6;6.3;6.1;5.8;5.6;5.2;5.1;5.0;4.8;4.6;2.9;2.0;2.0;2.2;,
2019 05 12 Sun 10:58,huy,18.6,80.5,4.75,61,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;1.8;2.9;4.0;5.6;6.9;8.8;10.5;12.0;13.7;15.3;17.2;19.0;20.7;22.5;24.3;26.3;28.2;30.0;31.7;33.8;35.9;37.7;39.7;41.4;43.3;45.3;47.2;49.2;51.0;52.8;54.9;56.8;58.8;60.7;62.6;64.7;66.8;69.0;71.0;73.0;75.1;77.2;79.2;80.2;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;0.9;1.0;1.3;1.6;2.0;2.6;3.2;3.4;3.4;3.3;3.3;3.1;2.9;2.7;2.4;2.4;2.3;2.2;2.2;2.1;2.1;2.1;2.1;2.0;2.0;2.0;2.0;1.9;1.9;1.9;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.7;1.8;1.9;1.9;1.9;1.8;1.8;1.9;1.9;1.9;1.9;,
2019 05 13 Mon 09:36,huy,18.4,35.7,3.75,37,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.1;1.9;3.0;4.1;4.8;6.5;7.9;10.0;11.9;14.0;16.2;18.6;21.1;23.6;26.1;28.7;31.3;33.7;35.2;35.4;35.6;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;1.0;1.6;2.6;4.7;7.1;8.3;8.9;8.9;8.6;8.3;8.1;7.9;7.5;6.9;6.5;6.2;5.8;5.4;4.8;4.5;4.4;4.3;4.2;3.2;2.3;2.5;2.8;,
2019 05 13 Mon 09:45,karum,18.6,80.8,5.00,56,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.5;3.2;4.1;6.1;7.7;9.4;11.1;13.2;15.0;17.1;19.0;21.2;23.3;25.4;27.6;29.7;31.6;33.8;36.0;38.1;40.2;42.4;44.4;46.5;48.7;50.7;52.7;55.0;57.1;59.2;61.2;63.3;65.5;67.8;69.7;71.7;73.8;75.8;78.0;80.0;80.6;80.7;,0.0;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.7;0.9;1.1;1.4;2.0;2.6;3.1;3.3;3.2;3.0;2.8;2.6;2.4;2.3;2.1;2.1;2.0;2.0;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.8;2.0;,
2019 05 18 Sat 17:09,huy,18.5,37.7,3.75,48,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.8;1.5;2.1;3.2;4.0;5.3;6.8;8.6;10.5;12.6;15.0;17.3;19.8;22.6;25.3;28.0;30.9;33.6;35.9;37.4;37.6;37.7;37.7;37.7;37.8;37.8;37.8;37.8;37.9;47.1;37.7;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.6;0.9;1.4;2.4;5.3;8.8;10.2;10.3;10.2;10.0;9.9;9.8;9.6;9.3;8.8;8.5;8.1;7.5;6.7;6.1;5.9;5.8;5.6;5.3;5.1;4.8;3.1;2.2;2.5;2.9;3.3;3.7;4.1;4.5;5.0;5.5;5.9;6.3;6.7;,
2019 05 19 Sun 10:34,karum,18.8,80.9,5.00,52,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;2.1;3.6;5.2;6.8;8.6;10.3;12.3;14.1;16.0;18.0;19.7;21.8;23.8;25.7;27.8;29.9;32.1;34.2;36.2;38.4;40.5;42.5;44.7;46.7;48.8;50.8;53.0;55.2;57.4;59.5;61.4;63.8;66.1;68.2;70.4;72.5;74.7;76.9;79.0;80.5;80.7;,0.0;0.4;0.4;0.5;0.7;0.9;1.1;1.3;1.7;2.3;2.8;3.2;3.3;3.2;2.9;2.7;2.6;2.4;2.3;2.2;2.1;2.1;2.0;2.0;1.9;1.9;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.8;1.7;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.9;,
2019 05 19 Sun 10:39,karum,18.8,79.6,5.00,57,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;1.6;3.0;4.3;6.0;7.6;9.4;11.2;13.1;14.7;16.7;18.6;20.5;22.5;24.3;26.2;28.3;30.2;32.3;34.2;36.3;38.5;40.5;42.5;44.7;46.6;48.7;50.7;52.8;55.0;56.9;58.9;60.8;63.0;65.2;67.2;69.2;71.3;73.4;75.5;77.4;79.0;79.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.8;1.0;1.3;1.6;2.0;2.4;2.9;3.1;3.0;2.9;2.8;2.6;2.5;2.4;2.3;2.2;2.1;2.1;2.0;2.0;1.9;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.7;1.7;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.8;,
2019 05 19 Sun 16:19,huy,18.5,37.5,3.75,43,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.8;1.5;1.9;2.6;3.5;4.3;5.3;6.5;8.2;9.8;11.8;13.6;15.7;17.9;20.2;22.7;25.2;27.6;30.1;32.7;34.9;36.7;37.3;37.4;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.5;0.5;0.6;0.9;1.4;2.0;3.8;6.5;8.3;9.1;9.3;9.4;9.3;9.1;8.9;8.5;8.0;7.9;7.6;7.2;6.6;6.2;6.0;5.7;5.5;5.1;4.8;4.7;4.6;4.5;3.7;2.2;2.2;2.5;,
2019 05 19 Sun 20:29,huy,18.7,38.5,3.75,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4;0.8;1.8;2.3;3.4;4.2;5.7;7.5;8.8;10.6;12.8;14.9;17.3;19.6;22.0;24.5;27.1;29.8;32.4;35.1;37.4;38.3;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.6;1.2;2.0;4.1;7.1;9.4;10.1;9.8;9.6;9.6;9.3;9.2;8.8;8.4;8.3;8.0;7.7;7.3;6.9;6.7;6.4;6.2;6.0;5.8;5.5;3.3;2.6;,
2019 05 20 Mon 09:45,karum,18.7,46.3,4.25,46,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.7;1.1;1.6;2.0;2.6;3.1;4.0;4.9;5.6;6.7;8.3;9.8;11.9;13.6;15.6;18.2;20.6;22.6;25.5;28.4;31.1;34.0;36.8;39.7;42.6;45.1;46.0;46.3;,0.0;0.4;0.4;0.4;0.4;0.4;0.4;0.4;0.5;0.7;1.1;1.7;3.2;6.1;8.8;9.9;10.2;10.2;10.0;9.9;9.8;9.6;9.7;9.5;9.4;9.2;8.8;8.7;8.5;8.0;7.6;6.9;6.3;5.8;5.3;5.0;4.7;4.6;4.5;4.4;4.3;4.2;3.8;2.6;2.3;2.7;,
2019 05 20 Mon 09:50,huy,18.5,36.6,3.75,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.7;1.4;2.0;2.6;3.2;4.2;5.2;6.4;8.1;9.5;11.8;14.0;16.1;18.6;21.1;23.6;26.3;28.9;31.5;34.1;36.0;36.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.8;1.0;1.6;2.9;5.3;7.9;9.4;9.9;9.9;9.9;9.7;9.5;9.1;9.0;8.8;8.4;7.9;7.3;6.8;6.5;6.1;5.8;5.4;5.0;4.9;4.7;4.0;2.5;2.4;,
2019 05 20 Mon 10:02,karum,18.6,81.0,5.00,56,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;2.2;3.6;5.0;6.7;8.5;10.2;12.1;14.2;16.2;18.2;20.3;22.3;24.4;26.6;28.7;30.8;32.9;35.1;37.2;39.4;41.6;43.6;45.7;47.9;50.1;52.2;54.4;56.5;58.8;61.0;63.1;65.3;67.5;69.5;71.8;73.8;75.9;78.1;80.1;80.7;80.9;,0.0;0.4;0.4;0.4;0.4;0.4;0.5;0.5;0.6;0.7;0.9;1.2;1.5;2.0;2.5;2.8;3.0;2.9;2.7;2.5;2.4;2.3;2.2;2.1;2.0;2.0;1.9;1.9;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.7;1.7;1.6;1.6;1.6;1.7;1.8;2.0;,
2019 05 26 Sun 11:30,rock,18.5,35.7,3.75,48,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.4;0.7;1.2;1.7;2.3;2.9;3.7;4.3;5.0;6.0;7.1;8.0;9.3;10.8;12.0;13.6;15.2;16.5;18.3;20.1;21.5;23.4;25.4;27.3;29.0;31.1;32.9;34.5;35.3;35.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.8;1.1;1.4;1.9;3.4;5.9;8.0;9.8;10.3;10.1;10.2;10.2;10.1;10.0;9.7;9.7;9.6;9.5;9.3;9.2;9.1;8.9;8.7;8.5;8.4;8.2;8.1;7.9;7.8;7.6;7.2;7.3;7.3;7.2;7.1;6.7;5.5;3.7;3.9;,
2019 05 26 Sun 11:35,rock,18.6,36.8,4.00,48,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.6;0.9;1.3;1.8;2.3;2.8;3.5;4.2;4.9;5.8;6.8;7.8;8.9;10.2;11.9;13.4;14.8;16.5;18.1;19.8;21.5;23.5;25.1;26.8;28.6;30.6;32.3;34.2;35.8;36.3;36.6;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;1.0;1.2;1.7;2.4;4.0;6.7;8.9;9.9;10.3;10.3;10.2;10.1;9.9;9.8;9.8;9.7;9.6;9.3;9.1;9.0;8.8;8.6;8.4;8.2;8.1;8.0;7.9;7.7;7.6;7.5;7.5;7.4;7.4;7.2;7.2;7.2;6.6;4.5;4.8;,
2019 05 26 Sun 11:47,karum,18.7,46.6,4.25,43,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.9;1.4;2.1;2.9;3.7;4.6;5.6;6.8;8.3;9.6;11.4;13.2;15.2;17.3;19.3;21.7;24.0;26.3;28.9;31.3;33.8;36.4;39.2;41.7;44.3;46.0;46.3;46.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.8;1.2;1.9;3.5;6.5;8.7;9.7;9.9;9.8;9.6;9.3;9.1;9.1;8.9;8.6;8.2;7.7;7.6;7.3;7.0;6.6;6.2;6.1;5.9;5.7;5.5;5.3;5.2;5.1;4.4;3.3;3.8;4.3;,
2019 05 27 Mon 10:08,rock,18.6,38.9,4.25,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.0;2.0;2.7;3.8;4.9;6.7;8.1;9.9;11.7;13.6;15.5;17.5;19.7;22.1;24.4;26.7;29.2;31.7;34.1;36.5;38.2;38.5;38.7;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.9;1.1;1.6;2.3;3.8;6.4;8.7;9.6;9.6;9.4;9.5;9.5;9.3;9.0;8.6;8.5;8.3;8.0;7.8;7.4;7.4;7.2;7.1;7.0;6.8;6.4;3.9;3.7;4.3;,
2019 05 27 Mon 10:12,rock,18.6,38.4,4.25,43,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.7;2.2;3.1;3.9;4.9;6.0;7.0;8.5;9.9;11.5;13.6;15.3;17.2;19.1;21.2;23.3;25.4;27.7;29.9;32.1;34.5;36.5;37.8;38.1;38.3;,0.0;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1.0;1.2;1.4;1.6;1.9;2.7;4.6;7.1;9.1;9.9;10.1;10.1;9.8;9.6;9.5;9.3;9.1;8.7;8.3;8.2;8.0;7.8;7.5;7.2;7.2;7.1;7.0;6.8;6.6;6.6;5.5;3.9;4.2;4.8;,
2019 05 27 Mon 10:23,karum,18.8,45.5,4.25,39,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.1;1.9;2.9;4.2;5.1;6.7;8.3;9.7;11.8;13.4;15.3;17.7;19.9;22.1;24.7;27.2;29.7;32.4;35.0;37.7;40.8;43.4;45.1;45.3;,0.0;0.6;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;1.4;2.4;4.7;7.5;9.0;9.4;9.4;9.2;9.0;8.7;8.1;7.9;7.7;7.4;7.2;6.6;6.3;6.2;6.0;5.7;5.3;5.1;5.0;4.9;4.7;3.4;3.3;,
2019 05 28 Tue 09:36,rock,18.4,38.2,3.50,59,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.6;1.1;1.5;2.0;2.4;3.1;3.6;4.2;4.9;5.6;6.8;7.3;8.1;9.3;10.0;11.0;12.0;13.1;14.3;15.4;16.8;17.8;19.2;20.4;21.7;22.9;23.8;25.4;26.6;27.8;29.0;30.3;31.4;33.0;34.2;35.3;36.5;37.5;38.0;,0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.9;1.1;1.3;1.6;1.9;2.4;2.9;3.7;4.7;5.5;5.9;6.4;6.7;6.9;6.8;6.5;6.3;6.3;6.1;6.0;5.7;5.6;5.5;5.4;5.3;5.2;5.2;5.1;5.0;4.9;4.9;4.8;4.7;4.7;4.6;4.5;4.4;4.5;4.5;4.4;4.4;4.2;4.3;4.4;4.4;4.4;4.2;3.9;3.8;3.7;3.6;3.8;,
2019 05 28 Tue 09:49,rock,18.5,37.9,3.75,49,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.3;2.1;3.1;3.6;4.4;5.5;6.5;8.0;8.8;10.4;11.4;12.9;14.5;15.8;17.3;18.8;20.4;21.7;23.4;24.9;26.6;28.1;29.8;31.3;32.9;34.1;35.6;36.9;37.5;37.7;,0.0;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.9;1.1;1.3;1.6;1.9;2.4;3.0;3.8;4.5;5.0;5.2;5.3;5.4;5.4;5.3;5.1;5.0;5.1;5.0;4.8;4.7;4.4;4.4;4.3;4.3;4.2;4.1;4.1;4.1;4.0;4.0;3.9;3.9;4.0;3.9;3.9;3.9;3.5;3.3;3.3;3.6;,
2019 05 28 Tue 16:33,rock,18.6,38.1,4.25,44,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.6;0.9;1.5;2.1;2.9;3.4;4.4;5.0;5.9;6.9;8.2;9.6;11.0;12.7;14.2;16.0;17.8;19.7;21.7;23.7;25.7;27.7;29.8;32.0;34.1;36.1;37.5;37.8;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.7;1.1;1.6;2.1;3.3;5.2;8.0;9.6;10.1;10.2;10.1;9.8;9.8;9.8;9.7;9.5;9.1;8.9;8.9;8.7;8.5;8.2;8.1;7.9;7.7;7.6;7.4;7.2;7.1;7.0;6.9;6.8;6.0;3.8;4.0;,
2019 06 01 Sat 10:38,rock,18.5,38.8,4.25,40,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.2;2.0;3.0;3.8;4.9;6.4;8.0;9.3;11.2;13.0;15.0;17.0;19.1;21.2;23.3;25.6;27.9;30.1;32.4;34.9;37.2;38.4;38.6;,0.0;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.7;0.7;0.8;1.0;1.2;1.7;2.3;4.2;6.8;8.6;9.2;9.4;9.2;8.7;8.5;8.5;8.3;8.1;7.5;7.3;7.2;6.9;6.7;6.5;6.4;6.3;6.3;6.2;6.1;6.1;5.9;6.7;,
2019 06 01 Sat 11:13,rock,18.5,41.4,3.75,61,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.9;1.4;2.0;2.2;2.5;2.8;3.2;3.3;3.6;3.8;3.9;4.1;4.3;4.5;4.6;4.8;5.0;5.1;5.2;5.3;5.4;5.5;5.7;5.8;5.8;6.0;6.0;6.2;6.3;7.4;10.0;12.9;15.9;19.0;21.9;24.8;28.1;31.2;34.3;36.7;37.0;37.1;38.1;40.7;41.3;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.1;1.3;1.5;1.8;2.2;2.6;3.1;3.3;2.7;2.3;2.2;2.0;2.0;1.9;1.8;1.8;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.5;2.7;4.6;5.4;5.2;5.0;4.9;4.7;4.7;4.7;4.6;4.6;4.8;5.6;2.3;1.7;3.0;3.7;,
2019 06 01 Sat 11:34,rock,18.4,38.9,3.50,59,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;1.3;1.8;2.2;2.6;3.0;3.2;3.5;3.7;4.0;4.2;4.3;4.4;4.6;4.8;4.9;5.1;5.3;5.4;5.5;5.6;5.8;5.8;6.0;6.0;6.2;6.3;6.4;6.5;6.6;6.8;8.7;11.1;13.6;16.3;18.9;21.9;24.9;27.5;30.5;33.4;36.1;38.4;38.6;,0.0;0.6;0.6;0.6;0.6;0.6;0.8;1.0;1.3;1.7;2.2;2.8;3.8;4.6;4.7;4.0;3.2;2.7;2.5;2.3;2.2;2.1;2.0;2.0;1.9;1.9;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;2.1;4.7;6.3;6.4;6.0;5.6;5.7;5.6;5.5;5.4;5.2;5.1;5.0;5.1;5.5;,
2019 06 02 Sun 10:12,riom,18.5,40.5,4.00,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.2;2.5;4.1;5.6;7.5;9.5;11.7;13.9;16.5;19.0;21.8;24.4;27.3;30.3;33.2;36.1;39.0;40.0;40.3;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.8;1.3;1.6;2.3;4.1;5.9;7.4;7.8;7.9;7.7;7.1;6.8;6.4;6.0;5.6;5.0;4.7;4.6;4.5;4.4;4.2;4.1;3.8;4.7;,
2019 06 02 Sun 10:17,riom,18.5,40.0,3.75,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.3;3.6;4.7;6.3;8.1;9.9;11.9;13.9;16.2;18.4;20.8;23.4;25.9;28.4;31.1;33.7;36.3;38.3;39.5;39.7;39.8;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.9;1.6;2.2;3.5;5.5;7.5;8.7;8.9;8.7;8.5;7.9;7.7;7.8;7.4;7.1;6.5;6.3;6.2;6.0;5.8;5.5;5.5;4.5;2.9;2.6;2.9;3.4;,
2019 06 02 Sun 10:33,riom,18.4,42.9,3.00,56,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.1;1.6;2.3;2.9;3.1;3.4;3.8;4.2;4.4;4.6;4.9;5.1;5.3;5.4;5.6;5.7;6.1;6.1;6.3;6.4;6.5;6.6;6.7;6.9;7.0;7.1;7.2;7.3;7.4;8.0;10.3;13.3;16.5;19.9;23.3;26.9;30.6;34.2;37.9;41.6;42.4;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.1;1.4;1.8;2.3;3.0;3.5;3.5;2.6;2.1;1.9;1.7;1.7;1.6;1.5;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.7;3.8;5.5;5.6;5.2;5.1;4.9;4.7;4.6;4.5;4.4;4.3;4.7;,
2019 06 02 Sun 16:39,riom,18.6,39.6,3.50,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.5;2.5;3.4;4.6;5.8;7.7;9.6;11.3;13.4;15.4;17.6;20.1;22.3;24.8;27.3;29.9;32.6;35.3;37.7;38.9;39.3;39.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.9;1.4;1.9;3.0;5.5;8.0;9.3;9.6;9.2;9.3;9.1;8.8;8.5;7.9;7.7;7.5;7.2;6.9;6.5;6.3;6.1;5.9;5.8;5.6;4.6;3.3;3.7;4.3;,
2019 06 03 Mon 09:43,riom,18.6,41.5,3.75,40,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.6;2.4;3.2;4.4;5.5;6.5;7.6;9.6;11.2;13.0;15.0;16.9;19.0;21.4;23.8;26.1;28.7;31.2;33.8;36.4;39.0;40.9;41.2;41.4;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.2;1.8;2.6;4.8;7.9;9.5;10.1;10.1;9.9;9.5;9.6;9.5;9.3;9.1;8.5;8.4;8.2;8.0;7.6;7.2;7.0;6.8;6.6;6.3;6.1;6.0;5.8;4.3;4.3;4.9;,
2019 06 03 Mon 09:58,riom,18.5,80.4,4.50,60,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;2.0;3.4;5.0;6.6;8.3;10.1;11.9;13.6;15.5;17.2;19.0;20.9;22.7;24.5;26.5;28.4;30.1;32.1;34.0;35.5;37.5;39.5;41.4;43.3;45.2;46.9;49.1;51.0;52.9;54.8;56.7;58.5;60.5;62.5;64.3;66.2;68.1;69.9;71.9;73.9;75.7;77.8;79.6;80.1;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.8;0.9;1.1;1.3;1.5;1.8;2.2;2.7;3.0;3.0;3.0;2.9;2.8;2.8;2.7;2.7;2.6;2.6;2.6;2.5;2.5;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.3;2.3;2.3;2.3;2.3;2.3;2.2;2.2;2.3;2.2;2.2;2.2;2.1;2.2;2.2;2.2;2.2;2.1;2.2;2.2;2.3;,
